vendorid,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,ratecodeid,store_and_fwd_flag,pulocationid,dolocationid,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2017-07-12T21:32:28.000,2017-07-12T21:36:23.000,1,0.63,1,N,142,142,1,4.5,0.5,0.5,1,0,0.3,6.8
1,2017-07-12T21:10:56.000,2017-07-12T21:18:28.000,3,1.10,1,N,163,164,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2017-07-12T21:20:33.000,2017-07-12T21:35:28.000,1,1.70,1,N,164,246,2,11,0.5,0.5,0,0,0.3,12.3
1,2017-07-12T21:37:57.000,2017-07-12T21:54:54.000,1,4.40,1,N,246,87,1,16.5,0.5,0.5,3.55,0,0.3,21.35
2,2017-07-12T21:01:13.000,2017-07-12T21:10:48.000,4,1.23,1,N,114,231,1,8,0.5,0.5,1.86,0,0.3,11.16
2,2017-07-12T21:14:56.000,2017-07-12T21:36:52.000,3,3.31,1,N,231,65,1,16.5,0.5,0.5,3.56,0,0.3,21.36
2,2017-07-12T21:53:35.000,2017-07-12T22:03:22.000,3,1.46,1,N,211,79,1,8.5,0.5,0.5,1.96,0,0.3,11.76
1,2017-07-12T21:09:30.000,2017-07-12T21:19:03.000,1,1.40,1,N,25,49,1,8,0.5,0.5,2.3,0,0.3,11.6
1,2017-07-12T21:31:00.000,2017-07-12T21:38:01.000,1,1.30,1,N,65,54,2,7,0.5,0.5,0,0,0.3,8.3
1,2017-07-12T21:03:20.000,2017-07-12T21:20:31.000,1,3.80,1,N,186,232,1,15.5,0.5,0.5,1.2,0,0.3,18
1,2017-07-12T21:40:13.000,2017-07-12T21:44:55.000,1,0.40,1,N,79,79,2,4.5,0.5,0.5,0,0,0.3,5.8
1,2017-07-12T21:48:16.000,2017-07-12T22:07:10.000,1,4.40,1,N,79,112,1,16.5,0.5,0.5,4.7,5.76,0.3,28.26
2,2017-07-12T21:05:04.000,2017-07-12T21:14:32.000,6,1.42,1,N,144,113,1,8,0.5,0.5,0,0,0.3,9.3
2,2017-07-12T21:19:26.000,2017-07-12T21:54:01.000,6,5.42,1,N,144,230,2,25,0.5,0.5,0,0,0.3,26.3
2,2017-07-12T21:39:42.000,2017-07-12T21:49:07.000,2,1.51,1,N,107,148,1,8,0.5,0.5,0,0,0.3,9.3
2,2017-07-12T21:52:42.000,2017-07-12T22:02:03.000,2,1.91,1,N,114,13,1,9,0.5,0.5,2.06,0,0.3,12.36
2,2017-07-12T21:05:03.000,2017-07-12T21:16:33.000,1,2.11,1,N,13,113,1,10,0.5,0.5,2.26,0,0.3,13.56
2,2017-07-12T21:19:20.000,2017-07-12T21:31:50.000,1,1.38,1,N,249,148,1,9,0.5,0.5,2.06,0,0.3,12.36
2,2017-07-12T21:37:14.000,2017-07-12T21:58:57.000,1,3.69,1,N,114,68,1,17,0.5,0.5,5.49,0,0.3,23.79
2,2017-07-12T21:30:45.000,2017-07-12T21:43:41.000,2,1.23,1,N,137,186,1,9.5,0.5,0.5,2,0,0.3,12.8
2,2017-07-12T21:46:34.000,2017-07-12T21:58:48.000,2,1.61,1,N,68,233,1,9.5,0.5,0.5,2.16,0,0.3,12.96
2,2017-07-12T21:21:33.000,2017-07-12T21:21:51.000,1,0.04,1,N,132,132,2,2.5,0.5,0.5,0,0,0.3,3.8
2,2017-07-12T21:22:41.000,2017-07-12T22:02:52.000,1,21.73,2,N,132,262,1,52,0,0.5,10,5.76,0.3,68.56
2,2017-07-12T21:26:52.000,2017-07-12T21:40:24.000,1,2.48,1,N,170,263,1,11.5,0.5,0.5,2.56,0,0.3,15.36
2,2017-07-12T21:57:24.000,2017-07-12T22:20:39.000,1,3.45,1,N,229,158,1,17,0.5,0.5,3.66,0,0.3,21.96
1,2017-07-12T21:02:02.000,2017-07-12T21:31:32.000,1,3.70,1,N,158,237,1,20,0.5,0.5,4.25,0,0.3,25.55
1,2017-07-12T21:35:07.000,2017-07-12T21:46:17.000,1,2.40,1,N,163,145,1,10.5,0.5,0.5,2,0,0.3,13.8
2,2017-07-12T21:20:58.000,2017-07-12T21:26:10.000,2,0.71,1,N,237,163,1,5.5,0.5,0.5,1.36,0,0.3,8.16
2,2017-07-12T21:28:20.000,2017-07-12T21:46:38.000,2,2.88,1,N,163,238,1,14,0.5,0.5,3.06,0,0.3,18.36
2,2017-07-12T21:51:46.000,2017-07-12T22:07:12.000,2,5.73,1,N,238,243,1,19,0.5,0.5,4.06,0,0.3,24.36
2,2017-07-12T21:26:51.000,2017-07-12T22:00:23.000,1,9.88,1,N,142,52,1,31.5,0.5,0.5,8.2,0,0.3,41
2,2017-07-12T21:02:56.000,2017-07-12T21:23:35.000,3,3.10,1,N,162,148,1,15,0.5,0.5,3.26,0,0.3,19.56
2,2017-07-12T21:35:01.000,2017-07-12T21:58:02.000,3,4.02,1,N,79,142,2,17.5,0.5,0.5,0,0,0.3,18.8
2,2017-07-12T21:59:57.000,2017-07-12T22:06:21.000,2,1.35,1,N,142,237,2,7,0.5,0.5,0,0,0.3,8.3
2,2017-07-12T21:33:27.000,2017-07-12T21:38:51.000,5,1.26,1,N,229,141,1,6,0.5,0.5,2.19,0,0.3,9.49
2,2017-07-12T21:41:21.000,2017-07-12T21:48:37.000,5,1.06,1,N,141,237,1,6.5,0.5,0.5,1.56,0,0.3,9.36
2,2017-07-12T21:06:52.000,2017-07-12T21:13:48.000,1,1.53,1,N,142,50,1,7,0.5,0.5,1.66,0,0.3,9.96
2,2017-07-12T21:22:29.000,2017-07-12T21:33:24.000,1,2.81,1,N,230,238,1,11,0.5,0.5,2.46,0,0.3,14.76
2,2017-07-12T21:47:17.000,2017-07-12T21:54:04.000,1,2.31,1,N,143,166,2,8.5,0.5,0.5,0,0,0.3,9.8
1,2017-07-12T21:15:23.000,2017-07-12T21:31:32.000,2,3.20,1,N,170,263,2,14,0.5,0.5,0,0,0.3,15.3
1,2017-07-12T21:49:14.000,2017-07-12T22:03:03.000,1,2.40,1,N,161,113,1,11,0.5,0.5,1.2,0,0.3,13.5
1,2017-07-12T21:25:41.000,2017-07-12T21:41:04.000,1,2.70,1,N,234,13,1,12.5,0.5,0.5,2,0,0.3,15.8
1,2017-07-12T21:45:36.000,2017-07-12T22:01:47.000,1,4.60,1,N,13,142,1,16,0.5,0.5,3.45,0,0.3,20.75
2,2017-07-12T21:05:12.000,2017-07-12T21:18:58.000,4,1.94,1,N,237,230,1,11,0.5,0.5,0,0,0.3,12.3
2,2017-07-12T21:19:47.000,2017-07-12T21:33:09.000,4,2.51,1,N,230,249,1,11,0.5,0.5,3.69,0,0.3,15.99
2,2017-07-12T21:34:28.000,2017-07-12T21:42:33.000,3,0.83,1,N,249,113,2,6.5,0.5,0.5,0,0,0.3,7.8
2,2017-07-12T21:51:00.000,2017-07-12T21:55:54.000,3,0.84,1,N,234,170,1,5.5,0.5,0.5,1.2,0,0.3,8
2,2017-07-12T21:21:47.000,2017-07-12T21:29:12.000,1,1.11,1,N,114,90,1,7,0.5,0.5,2.08,0,0.3,10.38
2,2017-07-12T21:34:31.000,2017-07-12T21:53:04.000,1,1.96,1,N,90,170,1,12.5,0.5,0.5,1.5,0,0.3,15.3
2,2017-07-12T21:59:24.000,2017-07-12T22:08:10.000,1,1.40,1,N,107,114,1,7,0.5,0.5,1.66,0,0.3,9.96
2,2017-07-12T21:44:37.000,2017-07-12T21:55:03.000,1,1.33,1,N,48,100,1,8,0.5,0.5,1.86,0,0.3,11.16
2,2017-07-12T21:58:36.000,2017-07-12T22:10:07.000,1,2.71,1,N,186,231,1,10.5,0.5,0.5,2.36,0,0.3,14.16
2,2017-07-12T21:34:13.000,2017-07-12T22:04:58.000,1,14.05,1,N,138,125,1,41,0.5,0.5,9.61,5.76,0.3,57.67
2,2017-07-12T21:15:41.000,2017-07-12T21:26:09.000,1,1.95,1,N,170,148,1,9.5,0.5,0.5,2.16,0,0.3,12.96
2,2017-07-12T21:35:27.000,2017-07-12T21:43:48.000,1,1.32,1,N,79,170,1,7.5,0.5,0.5,1.25,0,0.3,10.05
2,2017-07-12T21:44:28.000,2017-07-12T21:57:56.000,1,1.47,1,N,170,161,1,9.5,0.5,0.5,2.16,0,0.3,12.96
2,2017-07-12T21:59:04.000,2017-07-12T22:10:41.000,1,1.32,1,N,161,229,1,8.5,0.5,0.5,1,0,0.3,10.8
1,2017-07-12T21:08:52.000,2017-07-12T21:16:01.000,3,0.40,1,N,170,170,1,6,0.5,0.5,1.45,0,0.3,8.75
1,2017-07-12T21:17:58.000,2017-07-12T21:56:44.000,1,9.40,1,N,164,95,2,33.5,0.5,0.5,0,0,0.3,34.8
2,2017-07-12T21:05:39.000,2017-07-12T21:24:50.000,1,3.64,1,N,163,211,1,15,0.5,0.5,0,0,0.3,16.3
2,2017-07-12T21:32:32.000,2017-07-12T21:57:01.000,1,5.13,1,N,144,263,1,20,0.5,0.5,4.26,0,0.3,25.56
2,2017-07-12T21:03:01.000,2017-07-12T21:19:55.000,5,3.90,1,N,230,7,1,15,0.5,0.5,4.08,0,0.3,20.38
2,2017-07-12T21:39:18.000,2017-07-12T21:42:39.000,5,0.73,1,N,141,236,1,5,0.5,0.5,1.26,0,0.3,7.56
2,2017-07-12T21:51:38.000,2017-07-12T22:05:46.000,5,2.33,1,N,237,107,1,11.5,0.5,0.5,2.56,0,0.3,15.36
1,2017-07-12T21:02:27.000,2017-07-12T21:17:03.000,1,1.90,1,N,170,249,1,10.5,0.5,0.5,2.35,0,0.3,14.15
1,2017-07-12T21:24:18.000,2017-07-12T21:31:34.000,1,1.20,1,N,114,68,2,7,0.5,0.5,0,0,0.3,8.3
1,2017-07-12T21:33:14.000,2017-07-12T22:05:51.000,1,6.50,1,N,68,33,1,25,0.5,0.5,5.26,0,0.3,31.56
2,2017-07-12T21:17:59.000,2017-07-12T21:35:26.000,1,2.44,1,N,162,114,1,12.5,0.5,0.5,2.07,0,0.3,15.87
2,2017-07-12T21:36:32.000,2017-07-12T21:44:36.000,1,1.22,1,N,114,158,1,7.5,0.5,0.5,1.2,0,0.3,10
2,2017-07-12T21:47:37.000,2017-07-12T21:56:03.000,1,1.53,1,N,158,68,2,8,0.5,0.5,0,0,0.3,9.3
1,2017-07-12T21:05:45.000,2017-07-12T21:21:56.000,2,3.30,1,N,48,236,1,14,0.5,0.5,3.06,0,0.3,18.36
1,2017-07-12T21:32:22.000,2017-07-12T21:44:56.000,3,2.60,1,N,237,75,1,11.5,0.5,0.5,3.8,0,0.3,16.6
1,2017-07-12T21:00:10.000,2017-07-12T21:09:17.000,1,1.60,1,N,79,90,2,8,0.5,0.5,0,0,0.3,9.3
1,2017-07-12T21:13:26.000,2017-07-12T21:23:26.000,1,1.40,1,N,186,48,1,8.5,0.5,0.5,1.4,0,0.3,11.2
1,2017-07-12T21:26:12.000,2017-07-12T21:30:17.000,1,0.50,1,N,48,48,1,4.5,0.5,0.5,1.15,0,0.3,6.95
1,2017-07-12T21:46:51.000,2017-07-12T22:00:09.000,1,1.90,1,N,186,114,1,10.5,0.5,0.5,1,0,0.3,12.8
1,2017-07-12T21:20:55.000,2017-07-12T21:35:32.000,1,3.40,1,N,25,231,1,13.5,0.5,0.5,2.95,0,0.3,17.75
1,2017-07-12T21:44:48.000,2017-07-12T21:55:41.000,1,1.10,1,N,249,107,1,8.5,0.5,0.5,1.95,0,0.3,11.75
1,2017-07-12T21:57:04.000,2017-07-12T22:05:21.000,1,1.20,1,N,264,164,1,7.5,0.5,0.5,2.6,0,0.3,11.4
2,2017-07-12T21:01:51.000,2017-07-12T21:19:39.000,2,3.20,1,N,230,141,1,14,0.5,0.5,2,0,0.3,17.3
2,2017-07-12T21:30:28.000,2017-07-12T21:43:45.000,2,1.46,1,N,162,48,2,9.5,0.5,0.5,0,0,0.3,10.8
2,2017-07-12T21:46:58.000,2017-07-12T22:08:02.000,2,5.00,1,N,48,232,1,19,0.5,0.5,0,0,0.3,20.3
1,2017-07-12T21:01:41.000,2017-07-12T21:09:14.000,4,1.10,1,N,48,100,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2017-07-12T21:37:45.000,2017-07-12T21:54:07.000,1,4.00,1,N,68,88,1,15.5,0.5,0.5,3.35,0,0.3,20.15
1,2017-07-12T21:33:23.000,2017-07-12T21:38:21.000,1,0.70,1,N,113,79,1,5,0.5,0.5,1.55,0,0.3,7.85
1,2017-07-12T21:44:31.000,2017-07-12T21:50:31.000,1,2.50,1,N,148,87,1,9,0.5,0.5,1,0,0.3,11.3
1,2017-07-12T21:53:04.000,2017-07-12T22:01:59.000,1,2.60,1,N,209,13,1,10.5,0.5,0.5,0,0,0.3,11.8
1,2017-07-12T21:33:55.000,2017-07-12T21:52:47.000,1,8.20,1,N,264,264,1,25,0.5,0.5,6.4,5.76,0.3,38.46
1,2017-07-12T21:09:10.000,2017-07-12T21:24:57.000,1,2.60,1,N,163,249,1,12,0.5,0.5,2.66,0,0.3,15.96
1,2017-07-12T21:25:45.000,2017-07-12T21:40:56.000,1,1.70,1,N,249,170,1,11,0.5,0.5,2.45,0,0.3,14.75
2,2017-07-12T21:00:21.000,2017-07-12T21:18:30.000,1,4.15,1,N,148,48,1,16,0.5,0.5,2.6,0,0.3,19.9
2,2017-07-12T21:27:53.000,2017-07-12T21:37:01.000,1,0.89,1,N,68,170,1,7.5,0.5,0.5,1,0,0.3,9.8
2,2017-07-12T21:26:35.000,2017-07-12T21:35:11.000,1,1.55,1,N,229,164,1,7.5,0.5,0.5,2.2,0,0.3,11
2,2017-07-12T21:38:26.000,2017-07-12T21:41:26.000,1,0.28,1,N,164,164,1,4,0.5,0.5,0,0,0.3,5.3
2,2017-07-12T21:46:38.000,2017-07-12T22:23:07.000,1,20.05,1,N,164,265,1,55.5,0.5,0.5,14.86,2.64,0.3,74.3
2,2017-07-12T21:25:05.000,2017-07-12T21:31:48.000,1,0.86,1,N,170,234,1,6,0.5,0.5,1,0,0.3,8.3
2,2017-07-12T21:33:10.000,2017-07-12T21:40:59.000,1,1.00,1,N,234,79,1,7,0.5,0.5,1.66,0,0.3,9.96
2,2017-07-12T21:45:44.000,2017-07-12T22:01:17.000,1,2.60,1,N,234,163,1,12,0.5,0.5,3.32,0,0.3,16.62
1,2017-07-12T21:01:35.000,2017-07-12T21:18:44.000,1,2.30,1,N,234,4,2,12.5,0.5,0.5,0,0,0.3,13.8
1,2017-07-12T21:39:05.000,2017-07-12T21:43:06.000,1,0.30,1,N,170,170,1,4.5,0.5,0.5,1.15,0,0.3,6.95
1,2017-07-12T21:48:17.000,2017-07-12T21:59:39.000,1,2.30,1,N,170,142,1,10.5,0.5,0.5,1,0,0.3,12.8
1,2017-07-12T21:40:22.000,2017-07-12T21:53:26.000,1,2.10,1,N,166,116,1,11,0.5,0.5,2.45,0,0.3,14.75
1,2017-07-12T21:57:16.000,2017-07-12T21:59:23.000,1,0.40,1,N,42,247,2,4,0.5,0.5,0,0,0.3,5.3
1,2017-07-12T21:41:04.000,2017-07-12T22:21:21.000,1,18.20,2,N,132,230,1,52,0,0.5,11.7,5.76,0.3,70.26
2,2017-07-12T21:19:37.000,2017-07-12T21:39:56.000,1,4.15,1,N,234,33,2,15.5,0.5,0.5,0,0,0.3,16.8
2,2017-07-12T21:55:11.000,2017-07-12T22:14:05.000,1,6.44,1,N,231,238,1,21,0.5,0.5,4.46,0,0.3,26.76
2,2017-07-12T21:02:54.000,2017-07-12T21:15:55.000,2,2.87,1,N,230,238,1,12,0.5,0.5,3.32,0,0.3,16.62
2,2017-07-12T21:02:43.000,2017-07-12T21:12:03.000,1,0.95,1,N,113,79,1,7.5,0.5,0.5,2.2,0,0.3,11
2,2017-07-12T21:18:34.000,2017-07-12T21:40:36.000,1,7.22,1,N,107,129,1,24,0.5,0.5,7.76,5.76,0.3,38.82
2,2017-07-12T21:07:15.000,2017-07-12T21:18:48.000,1,2.05,1,N,158,231,1,9.5,0.5,0.5,1.2,0,0.3,12
2,2017-07-12T21:20:33.000,2017-07-12T21:30:43.000,1,1.42,1,N,231,249,1,8.5,0.5,0.5,1.5,0,0.3,11.3
2,2017-07-12T21:36:58.000,2017-07-12T21:49:33.000,1,1.66,1,N,68,144,1,10,0.5,0.5,1,0,0.3,12.3
2,2017-07-12T21:57:33.000,2017-07-12T22:06:29.000,1,1.17,1,N,113,170,1,7.5,0.5,0.5,1.76,0,0.3,10.56
2,2017-07-12T21:08:25.000,2017-07-12T21:26:00.000,6,1.76,1,N,186,233,2,12,0.5,0.5,0,0,0.3,13.3
2,2017-07-12T21:32:22.000,2017-07-12T21:39:34.000,6,0.77,1,N,162,164,2,6,0.5,0.5,0,0,0.3,7.3
2,2017-07-12T21:40:44.000,2017-07-12T21:52:35.000,6,1.10,1,N,164,230,1,8.5,0.5,0.5,0,0,0.3,9.8
1,2017-07-12T21:16:48.000,2017-07-12T21:29:38.000,1,3.20,1,N,237,238,1,12.5,0.5,0.5,2.75,0,0.3,16.55
2,2017-07-12T21:41:15.000,2017-07-12T22:14:29.000,2,18.76,1,N,132,80,1,51.5,0.5,0.5,10.56,0,0.3,63.36
1,2017-07-12T21:04:44.000,2017-07-12T21:46:51.000,1,17.30,2,N,132,164,1,52,0,0.5,14.6,5.76,0.3,73.16
1,2017-07-12T21:53:19.000,2017-07-12T22:00:59.000,1,1.00,1,N,186,161,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2017-07-12T21:19:25.000,2017-07-12T21:21:27.000,1,0.50,1,N,239,142,2,3.5,0.5,0.5,0,0,0.3,4.8
1,2017-07-12T21:25:57.000,2017-07-12T21:27:45.000,1,0.30,1,N,48,48,2,3.5,0.5,0.5,0,0,0.3,4.8
1,2017-07-12T21:30:23.000,2017-07-12T21:34:10.000,1,1.00,1,N,48,142,2,5,0.5,0.5,0,0,0.3,6.3
1,2017-07-12T21:38:45.000,2017-07-12T21:49:26.000,1,1.30,1,N,48,164,2,8.5,0.5,0.5,0,0,0.3,9.8
1,2017-07-12T21:51:22.000,2017-07-12T21:51:22.000,1,0.00,1,N,164,264,2,17,0.5,0.5,0,0,0.3,18.3
1,2017-07-12T21:07:58.000,2017-07-12T21:13:01.000,1,0.30,1,N,107,234,1,5,0.5,0.5,1.13,0,0.3,7.43
1,2017-07-12T21:16:49.000,2017-07-12T21:31:23.000,1,2.10,1,N,234,229,1,11,0.5,0.5,1,0,0.3,13.3
2,2017-07-12T21:09:35.000,2017-07-12T21:18:01.000,2,4.20,1,N,13,79,1,13.5,0.5,0.5,1,0,0.3,15.8
2,2017-07-12T21:19:18.000,2017-07-12T21:20:26.000,2,0.20,1,N,79,79,2,3,0.5,0.5,0,0,0.3,4.3
2,2017-07-12T21:22:46.000,2017-07-12T21:36:34.000,1,3.45,5,N,114,265,1,50,0,0.5,12.26,10.5,0.3,73.56
2,2017-07-12T21:56:26.000,2017-07-12T22:08:50.000,2,1.94,1,N,249,224,1,10,0.5,0.5,2.26,0,0.3,13.56
2,2017-07-12T21:11:13.000,2017-07-12T21:16:51.000,1,0.95,1,N,161,162,1,6,0.5,0.5,0,0,0.3,7.3
2,2017-07-12T21:31:44.000,2017-07-12T21:39:10.000,1,1.44,1,N,161,141,1,7.5,0.5,0.5,1.76,0,0.3,10.56
2,2017-07-12T21:26:01.000,2017-07-12T21:38:10.000,1,1.98,1,N,100,141,2,10,0.5,0.5,0,0,0.3,11.3
2,2017-07-12T21:54:02.000,2017-07-12T21:58:44.000,1,1.02,1,N,140,262,1,5.5,0.5,0.5,1,0,0.3,7.8
2,2017-07-12T21:06:01.000,2017-07-12T21:21:41.000,1,8.30,1,N,138,247,1,24,0.5,0.5,6.21,5.76,0.3,37.27
2,2017-07-12T21:43:21.000,2017-07-12T22:05:23.000,1,12.56,1,N,138,40,1,35,0.5,0.5,7.26,0,0.3,43.56
2,2017-07-12T21:19:10.000,2017-07-12T21:51:53.000,1,10.15,1,N,138,230,1,33,0.5,0.5,6.86,0,0.3,41.16
1,2017-07-12T21:04:59.000,2017-07-12T21:18:16.000,1,2.60,1,N,48,113,1,11.5,0.5,0.5,2.55,0,0.3,15.35
1,2017-07-12T21:19:07.000,2017-07-12T21:32:55.000,1,1.80,1,N,113,148,1,10.5,0.5,0.5,2.36,0,0.3,14.16
1,2017-07-12T21:38:23.000,2017-07-12T22:01:24.000,1,9.00,1,N,148,7,1,28,0.5,0.5,5.85,0,0.3,35.15
2,2017-07-12T21:27:24.000,2017-07-12T22:47:46.000,1,40.68,1,N,238,27,1,111.5,0.5,0.5,30.18,7.92,0.3,150.9
1,2017-07-12T21:18:56.000,2017-07-12T21:29:51.000,1,1.60,1,N,144,90,1,8.5,0.5,0.5,1.95,0,0.3,11.75
1,2017-07-12T21:37:59.000,2017-07-12T21:50:28.000,1,1.80,1,N,234,246,1,10,0.5,0.5,2.25,0,0.3,13.55
2,2017-07-12T21:29:45.000,2017-07-12T21:42:54.000,1,3.47,1,N,161,238,1,12.5,0.5,0.5,2.76,0,0.3,16.56
2,2017-07-12T21:50:39.000,2017-07-12T22:08:39.000,1,8.20,1,N,238,87,2,24,0.5,0.5,0,0,0.3,25.3
1,2017-07-12T21:16:09.000,2017-07-12T21:38:36.000,1,10.50,1,N,138,229,1,31.5,0.5,0.5,4,5.76,0.3,42.56
1,2017-07-12T21:40:31.000,2017-07-12T21:50:25.000,1,1.90,1,N,229,263,1,9,0.5,0.5,1,0,0.3,11.3
1,2017-07-12T21:34:44.000,2017-07-12T21:40:05.000,1,0.90,1,N,100,163,1,6,0.5,0.5,1.45,0,0.3,8.75
1,2017-07-12T21:42:38.000,2017-07-12T22:05:10.000,1,4.80,1,N,163,231,1,19,0.5,0.5,4.05,0,0.3,24.35
2,2017-07-12T21:16:07.000,2017-07-12T21:32:36.000,1,4.08,1,N,7,140,1,15,0.5,0.5,2,0,0.3,18.3
2,2017-07-12T21:34:16.000,2017-07-12T21:38:36.000,1,1.21,1,N,140,263,1,6,0.5,0.5,1.46,0,0.3,8.76
1,2017-07-12T21:05:52.000,2017-07-12T21:12:45.000,1,0.80,1,N,79,224,1,6,0.5,0.5,1.45,0,0.3,8.75
1,2017-07-12T21:20:17.000,2017-07-12T21:37:39.000,1,2.40,1,N,107,48,1,12.5,0.5,0.5,2.75,0,0.3,16.55
1,2017-07-12T21:51:58.000,2017-07-12T22:09:25.000,2,3.70,1,N,230,4,1,15.5,0.5,0.5,1.75,0,0.3,18.55
2,2017-07-12T21:08:24.000,2017-07-12T21:15:25.000,5,1.79,1,N,238,75,1,7.5,0.5,0.5,1.76,0,0.3,10.56
2,2017-07-12T21:18:23.000,2017-07-12T21:25:39.000,5,1.72,1,N,75,237,1,7.5,0.5,0.5,1,0,0.3,9.8
2,2017-07-12T21:35:43.000,2017-07-12T21:52:54.000,5,2.70,1,N,161,246,1,13,0.5,0.5,0,0,0.3,14.3
2,2017-07-12T21:56:14.000,2017-07-12T22:06:06.000,5,2.56,1,N,246,231,1,10,0.5,0.5,1,0,0.3,12.3
2,2017-07-12T21:23:43.000,2017-07-12T21:58:40.000,1,19.79,2,N,132,209,1,52,0,0.5,10.56,0,0.3,63.36
1,2017-07-12T21:05:03.000,2017-07-12T21:10:52.000,1,0.80,1,N,211,249,2,5.5,0.5,0.5,0,0,0.3,6.8
1,2017-07-12T21:13:57.000,2017-07-12T21:39:08.000,1,4.30,1,N,249,141,1,18.5,0.5,0.5,3.96,0,0.3,23.76
1,2017-07-12T21:40:01.000,2017-07-12T21:44:44.000,1,1.10,1,N,141,236,1,6,0.5,0.5,1.7,0,0.3,9
1,2017-07-12T21:52:36.000,2017-07-12T22:02:32.000,1,1.40,1,N,237,161,2,8.5,0.5,0.5,0,0,0.3,9.8
1,2017-07-12T21:16:51.000,2017-07-12T21:22:53.000,1,1.10,1,N,237,170,1,6,0.5,0.5,1.25,0,0.3,8.55
1,2017-07-12T21:26:08.000,2017-07-12T21:34:38.000,2,1.30,1,N,234,246,1,7.5,0.5,0.5,1,0,0.3,9.8
1,2017-07-12T21:36:43.000,2017-07-12T21:44:15.000,1,1.40,1,N,246,48,1,7,0.5,0.5,1.65,0,0.3,9.95
1,2017-07-12T21:46:52.000,2017-07-12T21:57:15.000,1,2.20,1,N,48,238,1,10,0.5,0.5,2.25,0,0.3,13.55
2,2017-07-12T21:03:41.000,2017-07-12T21:10:37.000,6,0.80,1,N,79,79,1,6,0.5,0.5,1.1,0,0.3,8.4
2,2017-07-12T21:20:09.000,2017-07-12T21:42:16.000,6,5.04,1,N,79,112,1,20,0.5,0.5,5.32,0,0.3,26.62
1,2017-07-12T21:25:04.000,2017-07-12T22:05:55.000,1,20.70,2,N,132,238,1,52,0,0.5,11.44,5.76,0.3,70
2,2017-07-12T21:50:31.000,2017-07-12T22:24:24.000,1,11.71,1,N,132,91,2,38,0.5,0.5,0,0,0.3,39.3
1,2017-07-12T21:01:16.000,2017-07-12T21:05:59.000,1,0.60,1,N,113,113,1,5,0.5,0.5,1,0,0.3,7.3
1,2017-07-12T21:09:51.000,2017-07-12T21:20:48.000,1,2.10,1,N,249,170,1,9.5,0.5,0.5,2.15,0,0.3,12.95
1,2017-07-12T21:25:17.000,2017-07-12T21:41:01.000,2,2.30,1,N,233,145,1,13,0.5,0.5,2,5.76,0.3,22.06
1,2017-07-12T21:58:41.000,2017-07-12T22:03:58.000,1,1.40,1,N,264,264,1,6.5,0.5,0.5,1,0,0.3,8.8
2,2017-07-12T21:03:41.000,2017-07-12T21:26:48.000,1,4.44,1,N,100,42,1,18.5,0.5,0.5,3.96,0,0.3,23.76
2,2017-07-12T21:34:21.000,2017-07-12T21:41:06.000,1,1.50,1,N,24,239,1,7,0.5,0.5,1.66,0,0.3,9.96
2,2017-07-12T21:57:43.000,2017-07-12T22:18:23.000,1,3.81,1,N,230,24,1,16.5,0.5,0.5,1,0,0.3,18.8
1,2017-07-12T21:31:05.000,2017-07-12T21:50:21.000,1,3.80,1,N,112,97,2,15.5,0.5,0.5,0,0,0.3,16.8
1,2017-07-12T21:54:44.000,2017-07-12T22:01:30.000,1,0.90,1,N,97,25,1,6.5,0.5,0.5,0,0,0.3,7.8
1,2017-07-12T21:00:57.000,2017-07-12T21:03:51.000,1,0.70,1,N,186,48,3,4.5,0.5,0.5,0,0,0.3,5.8
1,2017-07-12T21:17:47.000,2017-07-12T21:34:57.000,1,3.00,1,N,48,141,1,14,0.5,0.5,3.05,0,0.3,18.35
1,2017-07-12T21:37:55.000,2017-07-12T21:59:05.000,1,4.40,1,N,141,232,1,18,0.5,0.5,1,0,0.3,20.3
2,2017-07-12T21:48:32.000,2017-07-12T21:51:29.000,1,0.63,1,N,48,100,1,4.5,0.5,0.5,1.74,0,0.3,7.54
2,2017-07-12T21:53:22.000,2017-07-12T22:02:10.000,1,1.43,1,N,68,48,1,8,0.5,0.5,1.4,0,0.3,10.7
2,2017-07-12T21:17:06.000,2017-07-12T21:33:17.000,2,2.75,1,N,239,186,1,12.5,0.5,0.5,2.76,0,0.3,16.56
2,2017-07-12T21:38:00.000,2017-07-12T22:03:51.000,2,4.41,1,N,234,151,1,19.5,0.5,0.5,4.16,0,0.3,24.96
2,2017-07-12T21:07:12.000,2017-07-12T21:13:24.000,5,0.59,1,N,161,142,1,6,0.5,0.5,2.19,0,0.3,9.49
2,2017-07-12T21:19:15.000,2017-07-12T21:25:04.000,5,1.23,1,N,230,237,2,6.5,0.5,0.5,0,0,0.3,7.8
2,2017-07-12T21:30:03.000,2017-07-12T21:34:57.000,5,0.85,1,N,161,237,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2017-07-12T21:47:33.000,2017-07-12T22:00:22.000,5,1.84,1,N,170,90,2,10,0.5,0.5,0,0,0.3,11.3
